PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,CONTINENT_NAME,COUNTRY_SHORT_NAME,PEOPLE_DEATH_COUNT
387121,10/7/2020,Asia,Iraq,9531
164277,8/14/2020,Asia,Iraq,5641
2603,5/9/2020,Asia,Iraq,104
177,3/20/2020,Asia,Iraq,12
21315,6/16/2020,Asia,Iraq,652
2431,5/6/2020,Asia,Iraq,102
67442,7/9/2020,Asia,Iraq,2779
0,1/30/2020,Asia,Iraq,0
0,2/1/2020,Asia,Iraq,0
9112,9/26/2020,Asia,Myanmar,174
1464,9/7/2020,Asia,Myanmar,8
1610,9/8/2020,Asia,Myanmar,8
228,6/1/2020,Asia,Myanmar,6
376,8/18/2020,Asia,Myanmar,6
3,3/26/2020,Asia,Myanmar,0
206,5/28/2020,Asia,Myanmar,6
287,6/21/2020,Asia,Myanmar,6
249,6/11/2020,Asia,Myanmar,6
161,5/6/2020,Asia,Myanmar,6
151,5/3/2020,Asia,Myanmar,6
171,7/19/2020,Asia,Cambodia,0
141,7/3/2020,Asia,Cambodia,0
126,6/11/2020,Asia,Cambodia,0
0,1/16/2020,Asia,Cambodia,0
0,1/4/2020,Asia,Cambodia,0
0,1/11/2020,Asia,Cambodia,0
1,2/7/2020,Asia,Cambodia,0
51113,8/29/2020,Asia,Bahrain,189
64499,9/21/2020,Asia,Bahrain,221
3284,5/3/2020,Asia,Bahrain,8
3934,5/7/2020,Asia,Bahrain,8
30931,7/9/2020,Asia,Bahrain,100
33476,7/14/2020,Asia,Bahrain,109
3720,5/6/2020,Asia,Bahrain,8
50756,8/28/2020,Asia,Bahrain,188
0,2/21/2020,Asia,Bahrain,0
0,2/9/2020,Asia,Bahrain,0
0,1/27/2020,Asia,Bahrain,0
0,1/29/2020,Asia,Bahrain,0
0,1/19/2020,Asia,Bahrain,0
0,2/4/2020,Asia,Bahrain,0
24,7/13/2020,Asia,Timor Leste,0
24,7/9/2020,Asia,Timor Leste,0
26,8/24/2020,Asia,Timor Leste,0
18,4/19/2020,Asia,Timor Leste,0
24,5/19/2020,Asia,Timor Leste,0
0,1/12/2020,Asia,Timor Leste,0
0,1/7/2020,Asia,Timor Leste,0
8757,9/6/2020,Asia,Tajikistan,70
9769,10/1/2020,Asia,Tajikistan,76
1729,5/20/2020,Asia,Tajikistan,41
6695,7/16/2020,Asia,Tajikistan,56
6552,7/13/2020,Asia,Tajikistan,55
0,3/29/2020,Asia,Tajikistan,0
4690,6/10/2020,Asia,Tajikistan,48
0,2/27/2020,Asia,Tajikistan,0
0,2/8/2020,Asia,Tajikistan,0
0,2/11/2020,Asia,Tajikistan,0
801,5/14/2020,Asia,Tajikistan,23
0,1/19/2020,Asia,Tajikistan,0
82465,8/9/2020,Asia,Israel,594
9248,4/8/2020,Asia,Israel,65
50289,7/20/2020,Asia,Israel,409
97969,8/20/2020,Asia,Israel,779
3619,3/29/2020,Asia,Israel,12
27542,7/3/2020,Asia,Israel,325
20036,6/19/2020,Asia,Israel,303
88554,8/13/2020,Asia,Israel,639
17783,6/7/2020,Asia,Israel,297
16617,5/18/2020,Asia,Israel,272
0,2/18/2020,Asia,Israel,0
0,2/20/2020,Asia,Israel,0
311455,9/26/2020,Asia,Turkey,7858
163942,6/1/2020,Asia,Turkey,4540
20921,4/4/2020,Asia,Turkey,425
9217,3/30/2020,Asia,Turkey,131
207897,7/8/2020,Asia,Turkey,5260
170132,6/8/2020,Asia,Turkey,4692
122392,5/2/2020,Asia,Turkey,3258
0,1/10/2020,Asia,Turkey,0
121975,9/15/2020,Asia,Qatar,207
45465,5/26/2020,Asia,Qatar,26
99183,7/5/2020,Asia,Qatar,123
97003,7/2/2020,Asia,Qatar,115
549,3/27/2020,Asia,Qatar,0
2210,4/9/2020,Asia,Qatar,6
0,2/8/2020,Asia,Qatar,0
0,1/7/2020,Asia,Qatar,0
1953,8/31/2020,Asia,Yemen,564
1976,9/3/2020,Asia,Yemen,571
255,5/28/2020,Asia,Yemen,53
1,4/18/2020,Asia,Yemen,0
1498,7/14/2020,Asia,Yemen,424
90333,9/20/2020,Asia,China,4737
91044,10/22/2020,Asia,China,4739
88672,8/9/2020,Asia,China,4681
89527,8/20/2020,Asia,China,4706
83944,4/30/2020,Asia,China,4637
87489,7/31/2020,Asia,China,4659
84010,5/11/2020,Asia,China,4637
85323,7/17/2020,Asia,China,4644
40206,2/10/2020,Asia,China,909
64021,2/14/2020,Asia,China,1381
20448,2/4/2020,Asia,China,426
56860,9/3/2020,Asia,Singapore,27
1909,4/10/2020,Asia,Singapore,6
10141,4/23/2020,Asia,Singapore,12
345,3/20/2020,Asia,Singapore,0
166,3/11/2020,Asia,Singapore,0
106,3/2/2020,Asia,Singapore,0
325157,9/7/2020,Asia,Bangladesh,4449
400251,10/27/2020,Asia,Bangladesh,5818
156391,7/4/2020,Asia,Bangladesh,1968
294598,8/24/2020,Asia,Bangladesh,3941
130474,6/27/2020,Asia,Bangladesh,1661
210510,7/22/2020,Asia,Bangladesh,2709
424,4/11/2020,Asia,Bangladesh,27
0,1/17/2020,Asia,Bangladesh,0
5818570,9/25/2020,Asia,India,92290
7307097,10/15/2020,Asia,India,111266
5992532,9/27/2020,Asia,India,94503
6757131,10/7/2020,Asia,India,104555
1964536,8/6/2020,Asia,India,40699
820916,7/11/2020,Asia,India,22123
767296,7/9/2020,Asia,India,21129
11438,4/15/2020,Asia,India,377
90,3/15/2020,Asia,India,2
3,3/2/2020,Asia,India,0
3,2/25/2020,Asia,India,0
133028,9/5/2020,Asia,Kazakhstan,1893
63514,7/15/2020,Asia,Kazakhstan,375
14809,6/15/2020,Asia,Kazakhstan,77
20319,6/27/2020,Asia,Kazakhstan,150
8322,5/24/2020,Asia,Kazakhstan,35
759,4/9/2020,Asia,Kazakhstan,7
0,1/14/2020,Asia,Kazakhstan,0
24,10/30/2020,Asia,Laos,0
22,9/5/2020,Asia,Laos,0
24,10/27/2020,Asia,Laos,0
23,9/15/2020,Asia,Laos,0
19,6/24/2020,Asia,Laos,0
19,4/27/2020,Asia,Laos,0
19,7/3/2020,Asia,Laos,0
19,5/1/2020,Asia,Laos,0
19,7/12/2020,Asia,Laos,0
19,4/18/2020,Asia,Laos,0
19,6/5/2020,Asia,Laos,0
19,6/18/2020,Asia,Laos,0
0,3/8/2020,Asia,Laos,0
3665,10/15/2020,Asia,Thailand,59
3480,9/15/2020,Asia,Thailand,58
3628,10/9/2020,Asia,Thailand,59
3351,8/9/2020,Asia,Thailand,58
3017,5/13/2020,Asia,Thailand,56
3220,7/13/2020,Asia,Thailand,58
3345,8/7/2020,Asia,Thailand,58
3040,5/23/2020,Asia,Thailand,56
3054,5/28/2020,Asia,Thailand,57
82,3/14/2020,Asia,Thailand,1
40,2/27/2020,Asia,Thailand,0
71419,9/6/2020,Asia,Japan,1357
73221,9/10/2020,Asia,Japan,1406
76448,9/16/2020,Asia,Japan,1461
33774,7/31/2020,Asia,Japan,1005
50444,8/13/2020,Asia,Japan,1062
60733,8/22/2020,Asia,Japan,1169
186,2/27/2020,Asia,Japan,3
25,2/10/2020,Asia,Japan,0
1,1/15/2020,Asia,Japan,0
0,1/10/2020,Asia,Japan,0
50115,9/30/2020,Asia,Palestine,360
294,4/17/2020,Asia,Palestine,2
7734,7/15/2020,Asia,Palestine,47
97,3/29/2020,Asia,Palestine,1
17434,8/7/2020,Asia,Palestine,92
673,6/15/2020,Asia,Palestine,5
1795,6/27/2020,Asia,Palestine,5
547,5/12/2020,Asia,Palestine,4
538,5/6/2020,Asia,Palestine,4
19,3/8/2020,Asia,Palestine,0
16,3/7/2020,Asia,Palestine,0
19,3/9/2020,Asia,Palestine,0
0,1/23/2020,Asia,Palestine,0
0,1/15/2020,Asia,Palestine,0
147,10/20/2020,Asia,Brunei Darussalam,3
145,9/16/2020,Asia,Brunei Darussalam,3
144,8/28/2020,Asia,Brunei Darussalam,3
146,9/27/2020,Asia,Brunei Darussalam,3
141,5/31/2020,Asia,Brunei Darussalam,2
142,8/12/2020,Asia,Brunei Darussalam,3
138,4/24/2020,Asia,Brunei Darussalam,1
83,3/22/2020,Asia,Brunei Darussalam,0
141,6/27/2020,Asia,Brunei Darussalam,3
68,3/19/2020,Asia,Brunei Darussalam,0
0,3/8/2020,Asia,Brunei Darussalam,0
0,2/12/2020,Asia,Brunei Darussalam,0
0,1/31/2020,Asia,Brunei Darussalam,0
402,4/17/2020,Asia,Jordan,7
1232,8/7/2020,Asia,Jordan,11
1194,8/2/2020,Asia,Jordan,11
1128,6/30/2020,Asia,Jordan,9
274,4/1/2020,Asia,Jordan,5
863,6/11/2020,Asia,Jordan,9
617,5/7/2020,Asia,Maldives,2
18,4/1/2020,Asia,Maldives,0
0,2/26/2020,Asia,Maldives,0
0,1/5/2020,Asia,Maldives,0
283460,9/20/2020,Asia,Philippines,4930
2311,4/2/2020,Asia,Philippines,96
36438,6/30/2020,Asia,Philippines,1255
3,2/28/2020,Asia,Philippines,1
4648,4/13/2020,Asia,Philippines,297
6259,4/20/2020,Asia,Philippines,409
83673,7/29/2020,Asia,Philippines,1947
202,3/19/2020,Asia,Philippines,17
3,2/26/2020,Asia,Philippines,1
311,9/13/2020,Asia,Mongolia,0
320,10/16/2020,Asia,Mongolia,0
185,6/2/2020,Asia,Mongolia,0
191,6/6/2020,Asia,Mongolia,0
12,3/30/2020,Asia,Mongolia,0
179,5/29/2020,Asia,Mongolia,0
1,3/17/2020,Asia,Mongolia,0
0,1/16/2020,Asia,Mongolia,0
3,3/1/2020,Asia,Philippines,1
0,1/15/2020,Asia,Philippines,0
11,3/27/2020,Asia,Mongolia,0
191,6/5/2020,Asia,Mongolia,0
0,2/29/2020,Asia,Syria,0
100,3/14/2020,Asia,Kuwait,0
112,3/16/2020,Asia,Kuwait,0
58,3/6/2020,Asia,Kuwait,0
0,2/3/2020,Asia,Kuwait,0
0,1/18/2020,Asia,Kuwait,0
0,1/21/2020,Asia,Kuwait,0
439,7/15/2020,Asia,Syria,21
4200,10/1/2020,Asia,Syria,200
0,1/9/2020,Asia,Syria,0
88243,9/5/2020,Asia,Kuwait,537
0,1/27/2020,Asia,Kuwait,0
109441,10/9/2020,Asia,Kuwait,642
19699,8/30/2020,Asia,South Korea,323
22055,9/12/2020,Asia,South Korea,355
10635,4/17/2020,Asia,South Korea,230
14175,7/27/2020,Asia,South Korea,299
11206,5/25/2020,Asia,South Korea,267
11902,6/10/2020,Asia,South Korea,276
7513,3/10/2020,Asia,South Korea,54
4,1/28/2020,Asia,South Korea,0
0,1/16/2020,Asia,South Korea,0
57276,10/28/2020,Asia,Kyrgyzstan,1138
1468,5/26/2020,Asia,Kyrgyzstan,16
554,4/19/2020,Asia,Kyrgyzstan,5
1722,5/30/2020,Asia,Kyrgyzstan,16
895,5/7/2020,Asia,Kyrgyzstan,12
8141,7/7/2020,Asia,Kyrgyzstan,99
0,1/18/2020,Asia,Kyrgyzstan,0
0,1/21/2020,Asia,Kyrgyzstan,0
0,12/31/2019,Asia,Kyrgyzstan,0
111437,10/16/2020,Asia,United Arab Emirates,452
126234,10/27/2020,Asia,United Arab Emirates,480
8322,4/23/2020,Asia,United Arab Emirates,52
57988,7/24/2020,Asia,United Arab Emirates,342
28704,5/24/2020,Asia,United Arab Emirates,244
44533,6/21/2020,Asia,United Arab Emirates,301
74,3/11/2020,Asia,United Arab Emirates,0
59,3/10/2020,Asia,United Arab Emirates,0
513219,10/15/2020,Asia,Iran,29349
77995,4/17/2020,Asia,Iran,4869
139511,5/27/2020,Asia,Iran,7508
61,2/25/2020,Asia,Iran,12
910,4/15/2020,Asia,Oman,4
167,3/30/2020,Asia,Oman,0
27670,6/20/2020,Asia,Oman,125
24,3/17/2020,Asia,Oman,0
34902,6/26/2020,Asia,Oman,144
9791,10/30/2020,Asia,Sri Lanka,19
3262,9/15/2020,Asia,Sri Lanka,13
102,3/25/2020,Asia,Sri Lanka,0
2902,8/20/2020,Asia,Sri Lanka,11
233,4/15/2020,Asia,Sri Lanka,7
2081,7/8/2020,Asia,Sri Lanka,11
1,2/18/2020,Asia,Sri Lanka,0
2665,7/15/2020,Asia,Sri Lanka,11
0,1/22/2020,Asia,Sri Lanka,0
295372,8/29/2020,Asia,Pakistan,6284
326216,10/23/2020,Asia,Pakistan,6715
45898,5/20/2020,Asia,Pakistan,985
34336,5/13/2020,Asia,Pakistan,737
281136,8/5/2020,Asia,Pakistan,6014
276288,7/29/2020,Asia,Pakistan,5892
185034,6/23/2020,Asia,Pakistan,3695
278305,7/31/2020,Asia,Pakistan,5951
66457,5/30/2020,Asia,Pakistan,1395
704,4/26/2020,Asia,Lebanon,24
1587,6/22/2020,Asia,Lebanon,32
1320,6/7/2020,Asia,Lebanon,29
2599,7/17/2020,Asia,Lebanon,40
93,3/15/2020,Asia,Lebanon,3
120,3/17/2020,Asia,Lebanon,3
0,2/2/2020,Asia,Lebanon,0
0,1/3/2020,Asia,Lebanon,0
0,12/31/2019,Asia,Lebanon,0
246,9/17/2020,Asia,Bhutan,0
113,8/12/2020,Asia,Bhutan,0
131,8/14/2020,Asia,Bhutan,0
24,5/23/2020,Asia,Bhutan,0
92,7/22/2020,Asia,Bhutan,0
5,4/11/2020,Asia,Bhutan,0
0,2/9/2020,Asia,Bhutan,0
0,2/4/2020,Asia,Bhutan,0
49219,9/10/2020,Asia,Nepal,312
1,3/6/2020,Asia,Nepal,0
1,1/27/2020,Asia,Nepal,0
39693,10/9/2020,Asia,Afghanistan,1472
38716,9/14/2020,Asia,Afghanistan,1420
299,4/6/2020,Asia,Afghanistan,7
607,4/13/2020,Asia,Afghanistan,18
9216,5/23/2020,Asia,Afghanistan,205
13659,5/30/2020,Asia,Afghanistan,246
10,3/15/2020,Asia,Afghanistan,0
1,3/6/2020,Asia,Afghanistan,0
0,2/13/2020,Asia,Afghanistan,0
0,2/12/2020,Asia,Afghanistan,0
0,2/15/2020,Asia,Afghanistan,0
315772,9/1/2020,Asia,Saudi Arabia,3897
311855,8/28/2020,Asia,Saudi Arabia,3785
335097,10/2/2020,Asia,Saudi Arabia,4794
275905,8/1/2020,Asia,Saudi Arabia,2866
900,3/26/2020,Asia,Saudi Arabia,2
235111,7/14/2020,Asia,Saudi Arabia,2243
49176,5/16/2020,Asia,Saudi Arabia,292
141234,6/18/2020,Asia,Saudi Arabia,1091
11,3/9/2020,Asia,Saudi Arabia,0
1720,4/2/2020,Asia,Saudi Arabia,16
0,2/15/2020,Asia,Saudi Arabia,0
0,12/31/2019,Asia,Saudi Arabia,0
470633,10/31/2020,Asia,Iraq,10862
455398,10/27/2020,Asia,Iraq,10671
367474,10/2/2020,Asia,Iraq,9231
6179,5/31/2020,Asia,Iraq,195
3724,5/21/2020,Asia,Iraq,134
1202,4/9/2020,Asia,Iraq,69
0,1/13/2020,Asia,Iraq,0
61534,10/13/2020,Asia,Uzbekistan,510
50253,9/19/2020,Asia,Uzbekistan,419
66037,10/28/2020,Asia,Uzbekistan,557
32215,8/12/2020,Asia,Uzbekistan,208
65,3/26/2020,Asia,Uzbekistan,0
4352,6/8/2020,Asia,Uzbekistan,17
1692,4/22/2020,Asia,Uzbekistan,6
38698,8/23/2020,Asia,Uzbekistan,269
5855,6/19/2020,Asia,Uzbekistan,19
4994,6/14/2020,Asia,Uzbekistan,19
0,1/23/2020,Asia,Uzbekistan,0
0,1/16/2020,Asia,Uzbekistan,0
10838,7/8/2020,Asia,Uzbekistan,41
78224,10/20/2020,Asia,Bahrain,302
56076,9/8/2020,Asia,Bahrain,200
1744,4/18/2020,Asia,Bahrain,7
9366,5/27/2020,Asia,Bahrain,14
49038,8/23/2020,Asia,Bahrain,183
0,2/8/2020,Asia,Bahrain,0
389712,10/26/2020,Asia,Indonesia,13299
218382,9/14/2020,Asia,Indonesia,8723
5516,4/17/2020,Asia,Indonesia,496
108376,8/1/2020,Asia,Indonesia,5131
23851,5/28/2020,Asia,Indonesia,1473
22271,5/25/2020,Asia,Indonesia,1372
28233,6/4/2020,Asia,Indonesia,1698
20162,5/22/2020,Asia,Indonesia,1278
0,2/25/2020,Asia,Indonesia,0
0,1/25/2020,Asia,Indonesia,0
1049,9/8/2020,Asia,Vietnam,35
1054,9/9/2020,Asia,Vietnam,35
1068,9/21/2020,Asia,Vietnam,35
1046,9/4/2020,Asia,Vietnam,35
369,7/10/2020,Asia,Vietnam,0
334,6/15/2020,Asia,Vietnam,0
327,5/30/2020,Asia,Vietnam,0
251,4/7/2020,Asia,Vietnam,0
37205,10/20/2020,Asia,Myanmar,914
27,4/10/2020,Asia,Myanmar,3
182,5/17/2020,Asia,Myanmar,6
121,4/22/2020,Asia,Myanmar,5
341,7/19/2020,Asia,Myanmar,6
379,8/19/2020,Asia,Myanmar,6
0,3/15/2020,Asia,Myanmar,0
0,3/5/2020,Asia,Myanmar,0
0,3/11/2020,Asia,Myanmar,0
0,3/12/2020,Asia,Myanmar,0
283,10/19/2020,Asia,Cambodia,0
122,4/19/2020,Asia,Cambodia,0
240,8/4/2020,Asia,Cambodia,0
1,3/4/2020,Asia,Cambodia,0
2,3/10/2020,Asia,Cambodia,0
0,1/19/2020,Asia,Cambodia,0
1,2/11/2020,Asia,Cambodia,0
27,9/17/2020,Asia,Timor Leste,0
27,9/23/2020,Asia,Timor Leste,0
27,9/14/2020,Asia,Timor Leste,0
25,8/6/2020,Asia,Timor Leste,0
2,4/13/2020,Asia,Timor Leste,0
24,6/26/2020,Asia,Timor Leste,0
26,8/26/2020,Asia,Timor Leste,0
24,6/14/2020,Asia,Timor Leste,0
24,5/4/2020,Asia,Timor Leste,0
0,3/13/2020,Asia,Timor Leste,0
0,2/7/2020,Asia,Timor Leste,0
0,1/21/2020,Asia,Timor Leste,0
8550,8/31/2020,Asia,Tajikistan,68
8824,9/8/2020,Asia,Tajikistan,70
8166,8/20/2020,Asia,Tajikistan,65
0,3/27/2020,Asia,Tajikistan,0
0,2/3/2020,Asia,Tajikistan,0
0,1/24/2020,Asia,Tajikistan,0
0,1/7/2020,Asia,Tajikistan,0
147463,10/26/2020,Asia,Kazakhstan,2190
5240,5/12/2020,Asia,Kazakhstan,32
12312,6/5/2020,Asia,Kazakhstan,52
65188,7/16/2020,Asia,Kazakhstan,375
23,9/23/2020,Asia,Laos,0
12,4/8/2020,Asia,Laos,0
19,5/6/2020,Asia,Laos,0
0,3/15/2020,Asia,Laos,0
0,2/11/2020,Asia,Laos,0
0,1/28/2020,Asia,Laos,0
0,1/10/2020,Asia,Laos,0
3473,9/13/2020,Asia,Thailand,58
3583,10/3/2020,Asia,Thailand,59
3081,5/31/2020,Asia,Thailand,57
3034,5/20/2020,Asia,Thailand,56
3158,6/26/2020,Asia,Thailand,58
177,3/19/2020,Asia,Thailand,1
14,1/28/2020,Asia,Thailand,0
0,2/26/2020,Asia,Kazakhstan,0
345678,10/18/2020,Asia,Turkey,9224
5698,3/28/2020,Asia,Turkey,92
34109,4/8/2020,Asia,Turkey,725
217799,7/18/2020,Asia,Turkey,5458
0,3/8/2020,Asia,Turkey,0
0,2/13/2020,Asia,Turkey,0
314433,9/28/2020,Asia,Turkey,7997
69392,4/16/2020,Asia,Turkey,1518
0,2/5/2020,Asia,Turkey,0
0,1/19/2020,Asia,Turkey,0
0,1/7/2020,Asia,Turkey,0
57576,9/21/2020,Asia,Singapore,27
57454,9/15/2020,Asia,Singapore,27
57812,10/5/2020,Asia,Singapore,27
42736,6/26/2020,Asia,Singapore,26
43907,7/1/2020,Asia,Singapore,26
26891,5/16/2020,Asia,Singapore,21
54797,8/8/2020,Asia,Singapore,27
85,2/21/2020,Asia,Singapore,0
323565,9/6/2020,Asia,Bangladesh,4447
348916,9/21/2020,Asia,Bangladesh,4939
232194,7/30/2020,Asia,Bangladesh,3035
299628,8/26/2020,Asia,Bangladesh,4028
8,3/18/2020,Asia,Bangladesh,0
239860,8/2/2020,Asia,Bangladesh,3132
282344,8/19/2020,Asia,Bangladesh,3740
3,3/11/2020,Asia,Bangladesh,0
0,3/7/2020,Asia,Bangladesh,0
0,1/29/2020,Asia,Bangladesh,0
0,1/9/2020,Asia,Bangladesh,0
0,1/14/2020,Asia,Bangladesh,0
0,12/31/2019,Asia,Bangladesh,0
8088851,10/30/2020,Asia,India,121090
182143,5/31/2020,Asia,India,5164
1483156,7/28/2020,Asia,India,33425
28,3/5/2020,Asia,India,0
44,3/10/2020,Asia,India,0
3,2/23/2020,Asia,India,0
3,2/22/2020,Asia,India,0
0,1/27/2020,Asia,India,0
117030,9/1/2020,Asia,Israel,939
183602,9/20/2020,Asia,Israel,1226
16289,5/6/2020,Asia,Israel,238
72283,8/2/2020,Asia,Israel,527
0,2/4/2020,Asia,Israel,0
9306,8/29/2020,Asia,Malaysia,125
9397,9/7/2020,Asia,Malaysia,128
16880,10/14/2020,Asia,Malaysia,163
1030,3/21/2020,Asia,Malaysia,2
10769,9/27/2020,Asia,Malaysia,133
8648,7/4/2020,Asia,Malaysia,121
9114,8/13/2020,Asia,Malaysia,125
8587,6/23/2020,Asia,Malaysia,121
0,1/22/2020,Asia,Malaysia,0
510,9/28/2020,Asia,Taiwan,7
443,6/2/2020,Asia,Taiwan,7
429,4/30/2020,Asia,Taiwan,6
477,8/7/2020,Asia,Taiwan,7
443,6/11/2020,Asia,Taiwan,7
22,2/18/2020,Asia,Taiwan,1
3,1/26/2020,Asia,Taiwan,0
1,1/21/2020,Asia,Taiwan,0
0,1/4/2020,Asia,Taiwan,0
75958,9/15/2020,Asia,Japan,1451
16884,6/1/2020,Asia,Japan,892
15463,5/7/2020,Asia,Japan,551
1193,3/25/2020,Asia,Japan,43
16651,5/28/2020,Asia,Japan,858
12892,4/25/2020,Asia,Japan,334
16193,5/15/2020,Asia,Japan,710
52433,10/5/2020,Asia,Palestine,391
5567,7/9/2020,Asia,Palestine,25
340,4/25/2020,Asia,Palestine,2
0,2/29/2020,Asia,Palestine,0
0,1/18/2020,Asia,Palestine,0
0,1/14/2020,Asia,Palestine,0
0,1/13/2020,Asia,Palestine,0
136,4/13/2020,Asia,Brunei Darussalam,1
141,6/28/2020,Asia,Brunei Darussalam,3
141,7/1/2020,Asia,Brunei Darussalam,3
141,5/30/2020,Asia,Brunei Darussalam,2
141,7/19/2020,Asia,Brunei Darussalam,3
141,6/30/2020,Asia,Brunei Darussalam,3
143,8/22/2020,Asia,Brunei Darussalam,3
141,6/8/2020,Asia,Brunei Darussalam,2
0,1/15/2020,Asia,Brunei Darussalam,0
131939,10/29/2020,Asia,Qatar,230
56910,6/1/2020,Asia,Qatar,38
109036,7/26/2020,Asia,Qatar,164
107037,7/21/2020,Asia,Qatar,159
9358,4/26/2020,Asia,Qatar,10
94413,6/29/2020,Asia,Qatar,110
71879,6/10/2020,Asia,Qatar,62
526,3/25/2020,Asia,Qatar,0
8,3/6/2020,Asia,Qatar,0
0,1/15/2020,Asia,Qatar,0
0,1/19/2020,Asia,Qatar,0
0,1/10/2020,Asia,Qatar,0
0,12/31/2019,Asia,Qatar,0
1987,9/7/2020,Asia,Yemen,572
237,5/26/2020,Asia,Yemen,45
167,5/20/2020,Asia,Yemen,28
1886,8/19/2020,Asia,Yemen,536
1576,7/18/2020,Asia,Yemen,440
1248,7/5/2020,Asia,Yemen,337
0,1/10/2020,Asia,Yemen,0
0,1/5/2020,Asia,Yemen,0
83876,4/23/2020,Asia,China,4636
84106,5/28/2020,Asia,China,4638
84095,5/25/2020,Asia,China,4638
81827,3/27/2020,Asia,China,3296
84029,5/15/2020,Asia,China,4637
80261,3/3/2020,Asia,China,2946
66559,2/15/2020,Asia,China,1524
9714,1/31/2020,Asia,China,213
526,1/22/2020,Asia,China,17
44,1/3/2020,Asia,China,0
69306,10/31/2020,Asia,Jordan,772
1966,8/31/2020,Asia,Jordan,15
14749,10/4/2020,Asia,Jordan,88
441,4/25/2020,Asia,Jordan,7
43620,10/22/2020,Asia,Jordan,443
345,4/6/2020,Asia,Jordan,5
1111,6/28/2020,Asia,Jordan,9
444,4/26/2020,Asia,Jordan,7
299,4/4/2020,Asia,Jordan,5
1169,7/10/2020,Asia,Jordan,10
961,6/15/2020,Asia,Jordan,9
1121,6/29/2020,Asia,Jordan,9
1303,8/13/2020,Asia,Jordan,11
0,2/9/2020,Asia,Jordan,0
0,1/22/2020,Asia,Jordan,0
10993,10/14/2020,Asia,Maldives,35
2277,6/26/2020,Asia,Maldives,8
6564,8/22/2020,Asia,Maldives,25
6,3/11/2020,Asia,Maldives,0
4,3/10/2020,Asia,Maldives,0
0,2/16/2020,Asia,Maldives,0
0,2/18/2020,Asia,Maldives,0
0,2/8/2020,Asia,Maldives,0
1829,6/2/2020,Asia,Maldives,6
0,1/1/2020,Asia,Maldives,0
234570,9/6/2020,Asia,Philippines,3790
248947,9/11/2020,Asia,Philippines,4066
351750,10/17/2020,Asia,Philippines,6531
25930,6/15/2020,Asia,Philippines,1088
11618,5/14/2020,Asia,Philippines,772
380,3/22/2020,Asia,Philippines,25
7192,4/25/2020,Asia,Philippines,477
9684,5/6/2020,Asia,Philippines,637
4076,4/11/2020,Asia,Philippines,203
312,9/21/2020,Asia,Mongolia,0
185,6/1/2020,Asia,Mongolia,0
194,6/9/2020,Asia,Mongolia,0
10,3/22/2020,Asia,Mongolia,0
300,8/26/2020,Asia,Mongolia,0
194,6/8/2020,Asia,Mongolia,0
10,3/23/2020,Asia,Mongolia,0
0,2/2/2020,Asia,Mongolia,0
0,1/17/2020,Asia,Mongolia,0
0,1/5/2020,Asia,Philippines,0
293,8/3/2020,Asia,Mongolia,0
141,5/23/2020,Asia,Mongolia,0
311,9/18/2020,Asia,Mongolia,0
4148,9/30/2020,Asia,Syria,197
3877,9/23/2020,Asia,Syria,178
0,1/19/2020,Asia,Syria,0
104568,9/30/2020,Asia,Kuwait,607
103199,9/27/2020,Asia,Kuwait,597
7623,5/10/2020,Asia,Kuwait,49
65903,7/30/2020,Asia,Kuwait,444
23267,5/28/2020,Asia,Kuwait,175
54058,7/12/2020,Asia,Kuwait,386
64,3/9/2020,Asia,Kuwait,0
65,3/10/2020,Asia,Kuwait,0
358,7/6/2020,Asia,Syria,13
0,1/5/2020,Asia,Syria,0
66529,7/31/2020,Asia,Kuwait,445
23661,9/28/2020,Asia,South Korea,406
12715,6/28/2020,Asia,South Korea,282
8413,3/18/2020,Asia,South Korea,86
10423,4/9/2020,Asia,South Korea,204
8320,3/17/2020,Asia,South Korea,81
10752,4/28/2020,Asia,South Korea,244
0,1/8/2020,Asia,South Korea,0
44451,9/7/2020,Asia,Kyrgyzstan,1060
51020,10/16/2020,Asia,Kyrgyzstan,1103
43958,9/1/2020,Asia,Kyrgyzstan,1059
47184,10/3/2020,Asia,Kyrgyzstan,1065
31564,7/25/2020,Asia,Kyrgyzstan,1249
1974,6/6/2020,Asia,Kyrgyzstan,22
44,3/27/2020,Asia,Kyrgyzstan,0
0,2/1/2020,Asia,Kyrgyzstan,0
4748,6/28/2020,Asia,Kyrgyzstan,47
99733,10/6/2020,Asia,United Arab Emirates,429
94190,10/1/2020,Asia,United Arab Emirates,419
8812,4/24/2020,Asia,United Arab Emirates,56
63489,8/14/2020,Asia,United Arab Emirates,358
38808,6/8/2020,Asia,United Arab Emirates,276
113,3/18/2020,Asia,United Arab Emirates,0
64906,8/19/2020,Asia,United Arab Emirates,366
39904,6/10/2020,Asia,United Arab Emirates,283
66193,8/22/2020,Asia,United Arab Emirates,370
8,2/14/2020,Asia,United Arab Emirates,0
11,2/22/2020,Asia,United Arab Emirates,0
453637,9/30/2020,Asia,Iran,25986
413149,9/18/2020,Asia,Iran,23808
443086,9/27/2020,Asia,Iran,25394
320117,8/7/2020,Asia,Iran,17816
363363,8/27/2020,Asia,Iran,20901
293606,7/28/2020,Asia,Iran,15912
