Positive Cases,Reported Date,Country Name,Death Count
30,4/18/2020,Nepal,0
134,5/12/2020,Nepal,0
1,3/8/2020,Nepal,0
14,4/14/2020,Nepal,0
0,1/1/2020,Nepal,0
772,5/27/2020,Nepal,4
4632,5/26/2020,Iraq,163
2543,5/8/2020,Iraq,102
694,4/1/2020,Iraq,50
6,2/28/2020,Iraq,0
0,2/18/2020,Iraq,0
0,1/27/2020,Iraq,0
0,2/2/2020,Iraq,0
0,1/16/2020,Iraq,0
0,1/5/2020,Iraq,0
0,2/5/2020,Iraq,0
3,3/25/2020,Myanmar,0
0,2/22/2020,Myanmar,0
0,1/18/2020,Myanmar,0
0,1/13/2020,Myanmar,0
102,3/28/2020,Cambodia,0
122,5/6/2020,Cambodia,0
0,1/18/2020,Cambodia,0
0,1/7/2020,Cambodia,0
122,5/9/2020,Cambodia,0
1,2/14/2020,Cambodia,0
0,1/5/2020,Cambodia,0
1,2/26/2020,Cambodia,0
0,3/6/2020,Turkey,0
0,1/9/2020,Turkey,0
5,3/28/2020,Syria,0
10,4/2/2020,Syria,2
0,3/3/2020,Syria,0
0,2/26/2020,Syria,0
0,3/9/2020,Syria,0
0,1/26/2020,Syria,0
13802,5/17/2020,Kuwait,107
19564,5/23/2020,Kuwait,138
4377,5/2/2020,Kuwait,30
0,1/30/2020,Kuwait,0
0,1/8/2020,Kuwait,0
0,1/4/2020,Kuwait,0
126949,5/21/2020,Iran,7183
41495,3/31/2020,Iran,2757
133521,5/24/2020,Iran,7359
139,2/27/2020,Iran,19
0,1/28/2020,Iran,0
0,1/19/2020,Iran,0
0,1/1/2020,Iran,0
14319,5/26/2020,Philippines,873
10004,5/7/2020,Philippines,658
10610,5/10/2020,Philippines,704
6710,4/23/2020,Philippines,446
13597,5/23/2020,Philippines,857
13777,5/24/2020,Philippines,863
3,2/23/2020,Philippines,1
0,1/25/2020,Philippines,0
1,2/1/2020,Philippines,0
0,1/21/2020,Philippines,0
0,1/16/2020,Philippines,0
0,1/3/2020,Philippines,0
42,5/13/2020,Mongolia,0
42,5/9/2020,Mongolia,0
14,4/2/2020,Mongolia,0
0,2/8/2020,Mongolia,0
0,1/15/2020,Mongolia,0
0,1/10/2020,Mongolia,0
270,4/5/2020,Afghanistan,5
12456,5/28/2020,Afghanistan,227
1092,4/22/2020,Afghanistan,36
7,3/11/2020,Afghanistan,0
0,1/9/2020,Afghanistan,0
27,3/4/2020,United Arab Emirates,0
0,1/23/2020,United Arab Emirates,0
0,1/12/2020,United Arab Emirates,0
10843,5/3/2020,Indonesia,831
2273,4/6/2020,Indonesia,198
1986,4/4/2020,Indonesia,181
1285,3/30/2020,Indonesia,114
0,1/23/2020,Indonesia,0
318,5/17/2020,Vietnam,0
87,3/20/2020,Vietnam,0
327,5/27/2020,Vietnam,0
16,3/2/2020,Vietnam,0
14,2/9/2020,Vietnam,0
16,2/20/2020,Vietnam,0
57,3/16/2020,Vietnam,0
9,2/4/2020,Vietnam,0
59854,5/20/2020,Saudi Arabia,329
274,3/21/2020,Saudi Arabia,0
12772,4/23/2020,Saudi Arabia,114
3261,5/26/2020,Uzbekistan,13
342,4/6/2020,Uzbekistan,2
998,4/14/2020,Uzbekistan,4
0,3/11/2020,Uzbekistan,0
0,1/14/2020,Uzbekistan,0
569,4/2/2020,Bahrain,4
334,3/23/2020,Bahrain,2
5236,5/12/2020,Bahrain,8
823,4/9/2020,Bahrain,5
52,3/5/2020,Bahrain,0
0,1/30/2020,Bahrain,0
0,1/18/2020,Bahrain,0
0,3/3/2020,Kyrgyzstan,0
0,2/10/2020,Kyrgyzstan,0
0,2/12/2020,Kyrgyzstan,0
0,1/24/2020,Kyrgyzstan,0
0,3/7/2020,Timor Leste,0
0,3/2/2020,Timor Leste,0
0,2/16/2020,Timor Leste,0
3807,5/31/2020,Tajikistan,47
0,2/14/2020,Tajikistan,0
0,1/28/2020,Tajikistan,0
0,1/1/2020,Tajikistan,0
32876,5/28/2020,Singapore,23
8014,4/21/2020,Singapore,11
117,3/6/2020,Singapore,0
0,1/18/2020,Singapore,0
0,1/20/2020,Singapore,0
0,1/2/2020,Singapore,0
3,3/12/2020,Bangladesh,0
3,3/9/2020,Bangladesh,0
3,3/16/2020,Bangladesh,0
0,2/24/2020,Bangladesh,0
42844,5/30/2020,Bangladesh,582
145380,5/26/2020,India,4167
23077,4/24/2020,India,718
49391,5/6/2020,India,1694
34,3/8/2020,India,0
3,2/9/2020,India,0
0,1/15/2020,India,0
3035,3/28/2020,Israel,10
8904,4/7/2020,Israel,57
15,3/5/2020,Israel,0
0,1/30/2020,Israel,0
0,1/18/2020,Israel,0
1180,4/19/2020,Oman,6
0,2/20/2020,Oman,0
0,1/7/2020,Oman,0
824,5/8/2020,Sri Lanka,9
690,5/2/2020,Sri Lanka,7
981,5/18/2020,Sri Lanka,9
1,3/11/2020,Sri Lanka,0
1,2/25/2020,Sri Lanka,0
6505,4/16/2020,Pakistan,124
5,3/4/2020,Pakistan,0
0,2/14/2020,Pakistan,0
43966,5/19/2020,Pakistan,939
0,2/6/2020,Pakistan,0
0,1/22/2020,Pakistan,0
463,4/1/2020,Lebanon,12
163,3/21/2020,Lebanon,4
1168,5/29/2020,Lebanon,26
0,2/21/2020,Lebanon,0
7,1/29/2020,Japan,0
0,1/12/2020,Japan,0
263,4/10/2020,Palestine,1
263,4/9/2020,Palestine,1
0,1/24/2020,Palestine,0
141,5/16/2020,Brunei Darussalam,1
138,4/28/2020,Brunei Darussalam,1
1,3/11/2020,Brunei Darussalam,0
0,2/21/2020,Brunei Darussalam,0
0,1/25/2020,Brunei Darussalam,0
0,1/18/2020,Brunei Darussalam,0
13409,5/1/2020,Qatar,10
439,3/17/2020,Qatar,0
0,2/14/2020,Qatar,0
0,2/2/2020,Qatar,0
0,2/3/2020,Qatar,0
0,3/28/2020,Yemen,0
6,4/30/2020,Yemen,0
0,3/30/2020,Yemen,0
0,2/23/2020,Yemen,0
81553,3/24/2020,China,3281
1323,1/25/2020,China,41
44,1/4/2020,China,0
425,4/21/2020,Jordan,7
582,5/14/2020,Jordan,9
413,4/19/2020,Jordan,7
235,3/29/2020,Jordan,1
401,4/16/2020,Jordan,7
0,1/21/2020,Jordan,0
0,1/5/2020,Jordan,0
137,4/26/2020,Maldives,0
4,3/9/2020,Maldives,0
21,4/16/2020,Maldives,0
7234,5/21/2020,Kazakhstan,35
348,4/2/2020,Kazakhstan,2
3671,5/2/2020,Kazakhstan,25
0,3/14/2020,Kazakhstan,0
0,2/14/2020,Kazakhstan,0
0,2/22/2020,Kazakhstan,0
0,1/28/2020,Kazakhstan,0
0,2/4/2020,Kazakhstan,0
19,4/30/2020,Laos,0
19,5/29/2020,Laos,0
0,2/26/2020,Laos,0
0,2/5/2020,Laos,0
0,1/7/2020,Laos,0
0,1/5/2020,Laos,0
1136,3/28/2020,Thailand,5
2643,4/15/2020,Thailand,43
2992,5/8/2020,Thailand,55
35,2/22/2020,Thailand,0
0,1/11/2020,Thailand,0
5780,4/27/2020,Malaysia,98
5603,4/24/2020,Malaysia,95
7137,5/23/2020,Malaysia,115
22,2/20/2020,Malaysia,0
22,2/24/2020,Malaysia,0
339,4/2/2020,Taiwan,5
429,5/1/2020,Taiwan,6
45,3/7/2020,Taiwan,1
10822,5/8/2020,South Korea,256
11018,5/15/2020,South Korea,260
10936,5/12/2020,South Korea,258
25,2/9/2020,South Korea,0
8652,3/20/2020,South Korea,100
12,2/1/2020,South Korea,0
27,5/26/2020,Bhutan,0
1,3/19/2020,Bhutan,0
0,2/27/2020,Bhutan,0
0,1/27/2020,Bhutan,0
3,3/25/2020,Nepal,0
1,3/20/2020,Nepal,0
1212,5/30/2020,Nepal,6
59,5/2/2020,Nepal,0
1,2/23/2020,Nepal,0
0,1/23/2020,Nepal,0
458,3/28/2020,Iraq,40
3611,5/20/2020,Iraq,131
1482,4/18/2020,Iraq,81
0,1/7/2020,Iraq,0
5,3/28/2020,Myanmar,0
31,4/12/2020,Myanmar,3
127,4/23/2020,Myanmar,5
20,4/4/2020,Myanmar,1
161,5/5/2020,Myanmar,6
0,2/23/2020,Myanmar,0
0,2/21/2020,Myanmar,0
0,2/25/2020,Myanmar,0
122,5/3/2020,Cambodia,0
125,5/31/2020,Cambodia,0
122,4/29/2020,Cambodia,0
7,3/15/2020,Cambodia,0
2,3/11/2020,Cambodia,0
59,5/23/2020,Syria,4
47,5/12/2020,Syria,3
33,4/16/2020,Syria,2
0,1/23/2020,Syria,0
3075,4/27/2020,Kuwait,20
1915,4/20/2020,Kuwait,7
235,3/29/2020,Kuwait,0
142,3/19/2020,Kuwait,0
0,2/12/2020,Kuwait,0
0,1/17/2020,Kuwait,0
159,3/21/2020,Kuwait,0
0,1/25/2020,Iran,0
143114,5/14/2020,Turkey,3952
98674,4/23/2020,Turkey,2376
0,1/28/2020,Turkey,0
0,1/29/2020,Turkey,0
156827,5/25/2020,Turkey,4340
803,3/28/2020,Philippines,54
7579,4/27/2020,Philippines,501
7958,4/29/2020,Philippines,530
2084,4/1/2020,Philippines,88
3,2/12/2020,Philippines,1
3,3/2/2020,Philippines,1
2,2/3/2020,Philippines,1
2,2/5/2020,Philippines,1
16,4/13/2020,Mongolia,0
0,3/8/2020,Mongolia,0
0,2/28/2020,Mongolia,0
10118,5/1/2020,Indonesia,792
2,3/3/2020,Indonesia,0
0,2/29/2020,Indonesia,0
0,1/31/2020,Indonesia,0
0,1/22/2020,Indonesia,0
271,5/5/2020,Vietnam,0
270,4/25/2020,Vietnam,0
270,4/28/2020,Vietnam,0
324,5/24/2020,Vietnam,0
2,1/24/2020,Vietnam,0
8676,5/22/2020,Afghanistan,193
0,2/6/2020,Afghanistan,0
104,3/28/2020,Uzbekistan,0
227,4/4/2020,Uzbekistan,2
0,2/28/2020,Uzbekistan,0
0,2/22/2020,Uzbekistan,0
0,1/27/2020,Uzbekistan,0
72560,5/25/2020,Saudi Arabia,390
0,2/2/2020,Saudi Arabia,0
33,2/27/2020,Bahrain,0
2,2/25/2020,Bahrain,0
0,2/1/2020,Bahrain,0
0,1/21/2020,Bahrain,0
729,4/29/2020,Kyrgyzstan,8
708,4/28/2020,Kyrgyzstan,8
0,3/7/2020,Kyrgyzstan,0
1111,5/15/2020,Kyrgyzstan,14
0,3/4/2020,Kyrgyzstan,0
1037,5/12/2020,Kyrgyzstan,12
0,1/26/2020,Kyrgyzstan,0
0,1/7/2020,Kyrgyzstan,0
24,5/20/2020,Timor Leste,0
0,3/19/2020,Timor Leste,0
24,5/11/2020,Timor Leste,0
24,5/24/2020,Timor Leste,0
1,3/24/2020,Timor Leste,0
0,2/21/2020,Timor Leste,0
0,1/22/2020,Timor Leste,0
0,4/3/2020,Tajikistan,0
0,2/26/2020,Tajikistan,0
0,1/3/2020,Tajikistan,0
9813,4/26/2020,United Arab Emirates,71
153,3/23/2020,United Arab Emirates,2
85,3/14/2020,United Arab Emirates,0
0,1/19/2020,United Arab Emirates,0
0,1/24/2020,United Arab Emirates,0
0,1/6/2020,United Arab Emirates,0
214,3/15/2020,Singapore,0
40,2/9/2020,Singapore,0
84,2/20/2020,Singapore,0
4,1/26/2020,Singapore,0
61,4/4/2020,Bangladesh,6
1012,4/15/2020,Bangladesh,46
803,4/14/2020,Bangladesh,39
9152,4/13/2020,India,308
4421,4/7/2020,India,114
3,2/11/2020,India,0
2,2/3/2020,India,0
0,1/13/2020,India,0
3699,4/16/2020,Singapore,10
10408,4/11/2020,Israel,95
7,2/29/2020,Israel,0
0,2/8/2020,Israel,0
0,1/14/2020,Israel,0
1614,4/23/2020,Oman,8
152,3/29/2020,Oman,0
18,3/10/2020,Oman,0
0,1/29/2020,Oman,0
523,4/27/2020,Sri Lanka,7
185,4/8/2020,Sri Lanka,6
925,5/15/2020,Sri Lanka,9
588,4/28/2020,Sri Lanka,7
1,1/28/2020,Sri Lanka,0
0,1/7/2020,Sri Lanka,0
24073,5/7/2020,Pakistan,564
1057,3/26/2020,Pakistan,8
784,3/23/2020,Pakistan,5
20,3/12/2020,Pakistan,0
0,1/12/2020,Pakistan,0
0,1/7/2020,Pakistan,0
733,5/3/2020,Lebanon,25
707,4/27/2020,Lebanon,24
3,2/29/2020,Lebanon,0
0,1/26/2020,Lebanon,0
0,1/5/2020,Lebanon,0
9216,4/21/2020,Pakistan,192
6005,4/11/2020,Japan,94
16581,5/25/2020,Japan,830
16237,5/16/2020,Japan,725
105,2/22/2020,Japan,1
144,2/25/2020,Japan,1
8582,4/16/2020,Japan,136
602,5/25/2020,Palestine,5
59,3/24/2020,Palestine,0
0,2/22/2020,Palestine,0
0,1/29/2020,Palestine,0
141,5/11/2020,Brunei Darussalam,1
135,4/7/2020,Brunei Darussalam,1
138,5/2/2020,Brunei Darussalam,1
0,1/23/2020,Brunei Darussalam,0
0,1/8/2020,Brunei Darussalam,0
693,3/31/2020,Qatar,1
3231,4/14/2020,Qatar,7
0,2/28/2020,Qatar,0
0,2/20/2020,Qatar,0
1,4/21/2020,Yemen,0
21,5/6/2020,Yemen,3
0,3/2/2020,Yemen,0
0,3/4/2020,Yemen,0
0,2/25/2020,Yemen,0
83959,5/2/2020,China,4637
80954,3/13/2020,China,3179
37232,2/9/2020,China,812
76369,2/22/2020,China,2347
425,4/22/2020,Jordan,7
461,5/4/2020,Jordan,9
0,2/23/2020,Jordan,0
0,2/24/2020,Jordan,0
0,2/21/2020,Jordan,0
0,2/12/2020,Jordan,0
19,4/2/2020,Maldives,0
19,4/7/2020,Maldives,0
13,3/17/2020,Maldives,0
0,2/21/2020,Maldives,0
0,2/9/2020,Maldives,0
0,2/6/2020,Maldives,0
0,1/18/2020,Maldives,0
79,3/25/2020,Kazakhstan,0
9576,5/28/2020,Kazakhstan,37
0,2/10/2020,Kazakhstan,0
0,3/10/2020,Kazakhstan,0
0,1/16/2020,Kazakhstan,0
19,4/20/2020,Laos,0
19,5/14/2020,Laos,0
10,4/5/2020,Laos,0
19,5/2/2020,Laos,0
19,5/22/2020,Laos,0
19,5/18/2020,Laos,0
0,3/7/2020,Laos,0
0,1/14/2020,Laos,0
2966,5/3/2020,Thailand,54
900,3/20/2020,Malaysia,2
1796,3/26/2020,Malaysia,19
6467,5/8/2020,Malaysia,107
25,3/1/2020,Malaysia,0
14,2/7/2020,Malaysia,0
428,3/16/2020,Malaysia,0
0,1/18/2020,Malaysia,0
436,5/4/2020,Taiwan,6
42,3/5/2020,Taiwan,1
40,3/1/2020,Taiwan,1
11225,5/26/2020,South Korea,269
29,2/16/2020,South Korea,0
11265,5/27/2020,South Korea,269
10613,4/16/2020,South Korea,229
9137,3/25/2020,South Korea,126
4,1/27/2020,South Korea,0
0,1/5/2020,South Korea,0
7,4/29/2020,Bhutan,0
6,4/21/2020,Bhutan,0
7,5/5/2020,Bhutan,0
0,2/24/2020,Bhutan,0
694,4/2/2020,Iraq,50
346,3/26/2020,Iraq,29
2818,5/12/2020,Iraq,110
4848,5/27/2020,Iraq,169
119,4/21/2020,Myanmar,5
0,3/22/2020,Myanmar,0
0,1/27/2020,Myanmar,0
122,5/7/2020,Cambodia,0
124,5/23/2020,Cambodia,0
122,4/27/2020,Cambodia,0
123,5/22/2020,Cambodia,0
163103,5/31/2020,Turkey,4515
95591,4/22/2020,Turkey,2259
2,3/13/2020,Turkey,0
47,3/17/2020,Turkey,0
0,2/19/2020,Turkey,0
0,2/24/2020,Turkey,0
0,1/26/2020,Turkey,0
70,5/24/2020,Syria,4
121,5/29/2020,Syria,4
0,3/10/2020,Syria,0
0,2/21/2020,Syria,0
0,2/22/2020,Syria,0
122,5/30/2020,Syria,4
0,2/5/2020,Syria,0
0,1/10/2020,Syria,0
21302,5/25/2020,Kuwait,156
855,4/9/2020,Kuwait,1
0,2/17/2020,Kuwait,0
0,1/14/2020,Kuwait,0
0,1/11/2020,Kuwait,0
0,2/10/2020,Syria,0
11028,5/14/2020,Kuwait,82
71686,4/13/2020,Iran,4474
82211,4/20/2020,Iran,5118
19644,3/21/2020,Iran,1433
89328,4/26/2020,Iran,5650
92584,4/29/2020,Iran,5877
116635,5/16/2020,Iran,6902
14991,3/17/2020,Iran,853
0,1/26/2020,Iran,0
230,3/21/2020,Philippines,18
7294,4/26/2020,Philippines,494
0,1/13/2020,Philippines,0
10,3/25/2020,Mongolia,0
11,3/28/2020,Mongolia,0
16,4/9/2020,Mongolia,0
0,2/18/2020,Mongolia,0
0,2/17/2020,Mongolia,0
14525,5/31/2020,Afghanistan,249
1281,4/24/2020,Afghanistan,42
235,4/4/2020,Afghanistan,4
0,2/19/2020,Afghanistan,0
0,1/1/2020,Afghanistan,0
3293,4/10/2020,Indonesia,280
579,3/24/2020,Indonesia,49
2,3/5/2020,Indonesia,0
0,2/22/2020,Indonesia,0
0,2/15/2020,Indonesia,0
0,2/3/2020,Indonesia,0
188,3/29/2020,Vietnam,0
313,5/16/2020,Vietnam,0
16,2/29/2020,Vietnam,0
2612,5/14/2020,Uzbekistan,11
0,2/29/2020,Uzbekistan,0
0,2/14/2020,Uzbekistan,0
2932,4/9/2020,Saudi Arabia,41
0,2/8/2020,Saudi Arabia,0
0,2/25/2020,Saudi Arabia,0
0,2/1/2020,Saudi Arabia,0
269,3/20/2020,Bahrain,1
4941,5/11/2020,Bahrain,8
0,2/23/2020,Bahrain,0
0,2/16/2020,Kyrgyzstan,0
1,4/8/2020,Timor Leste,0
6,4/15/2020,Timor Leste,0
24,4/29/2020,Timor Leste,0
1,4/6/2020,Timor Leste,0
24,5/27/2020,Timor Leste,0
0,2/10/2020,Timor Leste,0
0,1/14/2020,Timor Leste,0
0,1/5/2020,Timor Leste,0
729,5/13/2020,Tajikistan,23
0,4/30/2020,Tajikistan,0
0,4/29/2020,Tajikistan,0
0,4/22/2020,Tajikistan,0
22627,5/17/2020,United Arab Emirates,214
6490,4/19/2020,United Arab Emirates,37
12481,5/1/2020,United Arab Emirates,105
16240,5/8/2020,United Arab Emirates,165
74,3/12/2020,United Arab Emirates,0
98,3/16/2020,United Arab Emirates,0
1,1/29/2020,United Arab Emirates,0
4,1/31/2020,United Arab Emirates,0
0,1/20/2020,United Arab Emirates,0
0,1/16/2020,United Arab Emirates,0
732,3/28/2020,Singapore,2
29364,5/21/2020,Singapore,22
24671,5/13/2020,Singapore,21
1114,4/4/2020,Singapore,5
28038,5/18/2020,Singapore,22
509,3/24/2020,Singapore,2
130,3/7/2020,Singapore,0
200,3/14/2020,Singapore,0
5913,4/28/2020,Bangladesh,152
0,3/1/2020,Bangladesh,0
0,1/25/2020,Bangladesh,0
0,1/13/2020,Bangladesh,0
0,1/2/2020,Bangladesh,0
17265,4/20/2020,India,543
649,3/26/2020,India,13
19,3/7/2020,Israel,0
0,1/27/2020,Israel,0
0,1/20/2020,Israel,0
0,1/9/2020,Israel,0
1998,4/27/2020,Oman,10
3112,5/9/2020,Oman,15
24,3/18/2020,Oman,0
2735,5/6/2020,Oman,12
6,2/29/2020,Oman,0
0,2/15/2020,Oman,0
0,1/27/2020,Oman,0
0,1/6/2020,Oman,0
120,3/30/2020,Sri Lanka,1
1,2/29/2020,Sri Lanka,0
1,2/12/2020,Sri Lanka,0
1,2/5/2020,Sri Lanka,0
0,1/26/2020,Sri Lanka,0
0,1/24/2020,Sri Lanka,0
0,1/8/2020,Pakistan,0
0,1/14/2020,Pakistan,0
688,4/24/2020,Lebanon,22
878,5/14/2020,Lebanon,26
1,2/25/2020,Lebanon,0
0,2/15/2020,Lebanon,0
0,1/30/2020,Lebanon,0
0,1/18/2020,Lebanon,0
9820,5/30/2020,Oman,40
1499,3/28/2020,Japan,49
11496,4/22/2020,Japan,186
814,3/16/2020,Japan,24
1,1/20/2020,Japan,0
546,5/7/2020,Palestine,4
322,4/20/2020,Palestine,2
495,4/29/2020,Palestine,2
106,3/30/2020,Palestine,1
0,1/31/2020,Palestine,0
135,4/5/2020,Brunei Darussalam,1
138,5/5/2020,Brunei Darussalam,1
141,5/29/2020,Brunei Darussalam,2
17972,5/7/2020,Qatar,12
537,3/26/2020,Qatar,0
42213,5/24/2020,Qatar,21
0,1/21/2020,Qatar,0
1,4/20/2020,Yemen,0
70,5/14/2020,Yemen,12
0,1/1/2020,Yemen,0
84067,5/21/2020,China,4638
59,1/6/2020,China,0
59,1/14/2020,China,1
5036,5/10/2020,Kazakhstan,31
229,3/29/2020,Kazakhstan,0
4834,5/9/2020,Kazakhstan,31
0,2/7/2020,Kazakhstan,0
3877,5/3/2020,Kazakhstan,25
19,5/31/2020,Laos,0
19,5/21/2020,Laos,0
10,4/4/2020,Laos,0
19,5/30/2020,Laos,0
0,3/5/2020,Laos,0
0,2/3/2020,Laos,0
0,1/4/2020,Laos,0
2960,5/2/2020,Thailand,54
0,1/13/2020,Kazakhstan,0
6589,5/10/2020,Malaysia,108
2626,3/31/2020,Malaysia,37
2470,3/30/2020,Malaysia,34
25,2/29/2020,Malaysia,0
7,1/30/2020,Malaysia,0
4,1/28/2020,Malaysia,0
7,1/29/2020,Malaysia,0
0,1/13/2020,Malaysia,0
429,5/2/2020,Taiwan,6
381,4/12/2020,Jordan,7
451,4/30/2020,Jordan,8
730,5/30/2020,Jordan,9
629,5/19/2020,Jordan,9
0,1/20/2020,Jordan,0
0,2/4/2020,Jordan,0
0,1/6/2020,Jordan,0
0,1/1/2020,Jordan,0
13,3/25/2020,Maldives,0
1186,5/21/2020,Maldives,4
16,3/29/2020,Maldives,0
642,5/8/2020,Maldives,3
0,3/5/2020,Maldives,0
0,2/29/2020,Maldives,0
0,2/15/2020,Maldives,0
0,1/4/2020,Maldives,0
10793,5/3/2020,South Korea,250
10874,5/10/2020,South Korea,256
9583,3/29/2020,South Korea,152
11402,5/29/2020,South Korea,269
0,1/18/2020,South Korea,0
0,1/6/2020,South Korea,0
10765,4/30/2020,South Korea,247
11050,5/17/2020,South Korea,262
4,4/1/2020,Bhutan,0
7,5/2/2020,Bhutan,0
52,4/28/2020,Nepal,0
1,2/18/2020,Nepal,0
1,2/13/2020,Nepal,0
1,1/28/2020,Nepal,0
1,2/5/2020,Nepal,0
0,1/13/2020,Nepal,0
54,3/8/2020,Iraq,2
124,3/17/2020,Iraq,9
0,2/15/2020,Iraq,0
3193,5/16/2020,Iraq,117
224,5/31/2020,Myanmar,6
22,4/8/2020,Myanmar,1
0,3/18/2020,Myanmar,0
151,5/2/2020,Myanmar,6
0,2/27/2020,Myanmar,0
0,2/8/2020,Myanmar,0
181,5/15/2020,Myanmar,6
0,1/15/2020,Myanmar,0
0,1/9/2020,Myanmar,0
122,4/24/2020,Cambodia,0
122,4/25/2020,Cambodia,0
1,3/1/2020,Cambodia,0
0,1/26/2020,Cambodia,0
0,2/6/2020,Myanmar,0
16,4/4/2020,Syria,2
9,3/30/2020,Syria,1
0,2/6/2020,Syria,0
0,1/28/2020,Syria,0
14850,5/18/2020,Kuwait,112
0,2/23/2020,Kuwait,0
66220,4/10/2020,Iran,4110
118392,5/17/2020,Iran,6937
141591,5/28/2020,Iran,7564
129341,5/22/2020,Iran,7249
0,2/13/2020,Iran,0
0,2/1/2020,Iran,0
0,1/22/2020,Iran,0
79494,4/18/2020,Iran,4958
153548,5/22/2020,Turkey,4249
1529,3/24/2020,Turkey,37
0,3/3/2020,Turkey,0
0,2/8/2020,Turkey,0
5878,4/18/2020,Philippines,387
0,1/9/2020,Philippines,0
42,5/10/2020,Mongolia,0
39,5/2/2020,Mongolia,0
141,5/24/2020,Mongolia,0
0,2/22/2020,Mongolia,0
0,2/20/2020,Mongolia,0
0,1/6/2020,Mongolia,0
0,1/7/2020,Mongolia,0
6402,5/17/2020,Afghanistan,168
166,4/1/2020,Afghanistan,4
4687,5/12/2020,Afghanistan,122
4,3/8/2020,Afghanistan,0
1,2/29/2020,Afghanistan,0
0,1/31/2020,Afghanistan,0
0,1/14/2020,Afghanistan,0
190,4/3/2020,Uzbekistan,2
2880,5/20/2020,Uzbekistan,13
865,4/13/2020,Uzbekistan,4
1939,4/29/2020,Uzbekistan,8
46,3/23/2020,Uzbekistan,0
0,3/10/2020,Uzbekistan,0
0,2/17/2020,Uzbekistan,0
0,1/9/2020,Uzbekistan,0
5369,4/15/2020,Saudi Arabia,73
21402,4/30/2020,Saudi Arabia,157
118,3/16/2020,Saudi Arabia,0
0,1/29/2020,Saudi Arabia,0
4241,4/13/2020,Indonesia,373
18010,5/19/2020,Indonesia,1191
0,2/21/2020,Indonesia,0
0,2/1/2020,Indonesia,0
0,1/20/2020,Indonesia,0
0,1/21/2020,Indonesia,0
324,5/20/2020,Vietnam,0
270,4/24/2020,Vietnam,0
233,4/2/2020,Vietnam,0
268,4/21/2020,Vietnam,0
21,3/8/2020,Vietnam,0
16,3/3/2020,Vietnam,0
0,1/20/2020,Vietnam,0
228,4/7/2020,Kyrgyzstan,4
1216,5/18/2020,Kyrgyzstan,14
0,3/17/2020,Kyrgyzstan,0
377,4/12/2020,Kyrgyzstan,5
0,1/20/2020,Kyrgyzstan,0
0,1/1/2020,Kyrgyzstan,0
1,3/29/2020,Timor Leste,0
24,4/30/2020,Timor Leste,0
24,5/17/2020,Timor Leste,0
0,1/3/2020,Timor Leste,0
32,5/3/2020,Tajikistan,0
0,4/26/2020,Tajikistan,0
15,5/2/2020,Tajikistan,0
0,4/25/2020,Tajikistan,0
0,1/23/2020,Tajikistan,0
0,2/19/2020,Timor Leste,0
2217,4/24/2020,Bahrain,8
285,3/21/2020,Bahrain,1
8414,5/23/2020,Bahrain,12
567,4/1/2020,Bahrain,4
38,2/29/2020,Bahrain,0
47,3/2/2020,Bahrain,0
432,3/22/2020,Singapore,2
31616,5/25/2020,Singapore,23
72,2/16/2020,Singapore,0
30,2/7/2020,Singapore,0
96,2/28/2020,Singapore,0
11719,5/7/2020,Bangladesh,186
16660,5/13/2020,Bangladesh,250
17822,5/14/2020,Bangladesh,269
3772,4/23/2020,Bangladesh,120
12425,5/8/2020,Bangladesh,199
15691,5/12/2020,Bangladesh,239
4689,4/25/2020,Bangladesh,131
0,2/19/2020,Bangladesh,0
0,1/20/2020,Bangladesh,0
2301,4/3/2020,India,56
15712,4/19/2020,India,507
81970,5/15/2020,India,2649
96169,5/18/2020,India,3029
50,3/11/2020,India,0
3,2/28/2020,India,0
6,3/4/2020,India,0
3,2/24/2020,India,0
0,1/17/2020,India,0
4473,3/31/2020,Israel,17
16690,5/22/2020,Israel,279
0,2/19/2020,Israel,0
2,2/25/2020,Israel,0
0,2/12/2020,Israel,0
0,2/11/2020,Israel,0
33896,5/31/2020,United Arab Emirates,262
198,3/24/2020,United Arab Emirates,2
231,4/4/2020,Oman,1
277,4/5/2020,Oman,2
0,1/22/2020,Oman,0
238,4/17/2020,Sri Lanka,7
649,4/30/2020,Sri Lanka,7
244,4/18/2020,Sri Lanka,7
1,2/28/2020,Sri Lanka,0
1,2/23/2020,Sri Lanka,0
0,1/14/2020,Sri Lanka,0
29465,5/10/2020,Pakistan,639
56349,5/25/2020,Pakistan,1167
0,2/26/2020,Pakistan,0
0,1/30/2020,Pakistan,0
0,1/3/2020,Pakistan,0
619,4/12/2020,Lebanon,20
1114,5/25/2020,Lebanon,26
658,4/16/2020,Lebanon,21
1,2/24/2020,Lebanon,0
0,1/28/2020,Lebanon,0
0,2/5/2020,Lebanon,0
25,2/8/2020,Japan,0
16804,5/30/2020,Japan,886
20,2/4/2020,Japan,0
517,5/3/2020,Palestine,4
626,5/31/2020,Palestine,5
547,5/13/2020,Palestine,4
495,4/28/2020,Palestine,2
0,1/25/2020,Palestine,0
0,1/8/2020,Palestine,0
141,5/14/2020,Brunei Darussalam,1
141,5/25/2020,Brunei Darussalam,1
0,2/29/2020,Brunei Darussalam,0
4530,4/12/2020,Malaysia,73
6071,5/2/2020,Malaysia,103
553,3/17/2020,Malaysia,0
